Dept.,Crs.,Sections,E/En,Prov.,R/O,Author,Title,Vl,Ed,Publisher,Cp,B,Price,Category,Picture,tax_status,tax_class,,Default
GG,102,A,468,375,R,KNOX ET AL,HUMAN GEOGRAPHY W/MYGEOSCIENCEPLACE 4/E,,4T,PEARSON,,H,123.95,Textbook->Geography->100,GG102A.JPG,taxable,standard-rate,,
GG,102,B,468,375,R,KNOX ET AL,HUMAN GEOGRAPHY W/MYGEOSCIENCEPLACE 4/E,,4T,PEARSON,,H,123.95,Textbook->Geography->100,GG102B.JPG,taxable,standard-rate,,
GG,231,OC1,0,0,R,KELLER,NATURAL HAZARDS 2ND CANADIAN EDITION W/CD MYGE,,,PEARSON,,P,143.95,Textbook->Geography->200,GG231OC1.JPG,taxable,standard-rate,,
GG,250,A,125,55,R,BONE R,REGIONAL GEOPGRAPHY OF CANADA/MAKING SENSE IN,,,OXFORD,,,108.95,Textbook->Geography->200,GG250A.JPG,taxable,standard-rate,,
GG,254,A,0,100,R,"BURT, JAMES E.","ELEMENTARY STATISTICS FOR GEOGRAPHERS, 3RD ED",,3R,LOGIN,,,104.95,Textbook->Geography->200,GG254A.JPG,taxable,standard-rate,,
GG,272,A,125,25,R,NEWBOLD,POPULATION GEOGRAPHY TOOLS AND ISSUES,,,ROWMAN,20,P,63.95,Textbook->Geography->200,GG272A.JPG,taxable,standard-rate,,
GG,273,A,104,70,R,CALLAHAN J,EMERGING BIOLOGICAL THREATS A REFERENCE GUIDE,,,ABC,,H,93.95,Textbook->Geography->200,GG273A.JPG,taxable,standard-rate,,*
GG,281,A,161,0,R,NA,GG 281 A COURSE PACKAGE,,,WLUPS,,P,0.22,Textbook->Geography->200,GG281A01.JPG,taxable,standard-rate,,*
GG,281,A,161,90,R,ROSS S,WEATHER AND CLIMATE,,,OXFORD,,P,149.95,Textbook->Geography->200,GG281A02.JPG,taxable,standard-rate,,
GG,290,A,0,70,R,MITCHELL B,RESOURCE & ENVIRONMENTAL MGMT IN CANADA 4TH,,4,OXFORD,,P,93.95,Textbook->Geography->200,GG290A.JPG,taxable,standard-rate,,
GG,294,A,200,130,R,"PAGE, STEPHEN &",TOURISM: A MODERN SYNTHESIS 3RD,,3R,NELSON,,P,87.95,Textbook->Geography->200,GG294A.JPG,taxable,standard-rate,,
GG,336,A,65,15,R,MASSWLINK ET AL,INTRODUCTION TO COASTAL PROCESSES AND GEOMORPH,,2,LOGIN,,,71.5,Textbook->Geography->300,GG336A.JPG,taxable,standard-rate,,*
GG,365,A,80,12,R,BUNTING ET AL,CANADIAN CITIES IN TRANSITION 4TH,,4T,OXFORD,,,94.95,Textbook->Geography->300,GG365A.JPG,taxable,standard-rate,,
GG,367,A,65,75,R,HASLAM,INTRO TO INTERNATIONAL DEVELOPMENT 2/E + MAKIN,,2N,OXFORD,,P,87,Textbook->Geography->300,GG367A.JPG,taxable,standard-rate,,*
GG,381,A,50,42,R,HENDRKS M,PHYSICAL HYDROLOGY,,,OXFORD,20,P,69.95,Textbook->Geography->300,GG381A.JPG,taxable,standard-rate,,
GG,382,A,40,25,R,CHARLTON R,FUNDAMENTALS OF FLUVIAL GEOMORPHOLOGY,,,TAYLOR,,P,89.35,Textbook->Geography->300,GG382A.JPG,taxable,standard-rate,,
GG,391,OC1,75,50,R,BOLEN ET AL,WILDLIFE ECOLOGY & MANAGEMENT 5TH,,5,PEARSON,,P,174.65,Textbook->Geography->300,GG391OC101.JPG,taxable,standard-rate,,
GG,391,OC1,0,50,R,BOLEN ET AL,WILDLIFE ECOLOGY & MANAGEMENT 5TH,,5,PEARSON,,P,174.65,Textbook->Geography->300,GG391OC102.JPG,taxable,standard-rate,,
GG,394,A,65,40,R,HUDSON S,MARKETING FOR TOURISM & HOSPITALITY A CANADIAN,,2,NELSON,,P,167.95,Textbook->Geography->300,GG394A01.JPG,taxable,standard-rate,,
GG,494,A,30,27,R,BONE,CANADIAN NORTH 4/E,,4T,OXFORD,,P,72.95,Textbook->Geography->400,GG494A02.JPG,taxable,standard-rate,,
GG,494,A,30,35,R,SMITH LC,WORLD IN 2050 FOUR FORCES SHAPING CIVILIZATION,,,CANBOOK,20,P,18.5,Textbook->Geography->400,GG494A03.JPG,taxable,standard-rate,,
GG,660,A,25,70,R,MITCHELL B,RESOURCE & ENVIRONMENTAL MGMT IN CANADA 4TH,,4,OXFORD,,P,93.95,Textbook->Geography->600,GG660A01.JPG,taxable,standard-rate,,
GG,660,A,25,7,R,WALKER & SALT,RESILIENCE PRACTICE,,,UTP,20,P,28,Textbook->Geography->600,GG660A02.JPG,taxable,standard-rate,,
GM,110,A,80,170,R,LOVIK ET AL,VORSPRUNG BUNDLE/W/ILEARN ACCESS CARD 3RD,,3,NELSON,,P,169.95,Textbook->German->100,GM110A.JPG,taxable,standard-rate,,
GM,110,B,80,170,R,LOVIK ET AL,VORSPRUNG BUNDLE/W/ILEARN ACCESS CARD 3RD,,3,NELSON,,P,169.95,Textbook->German->100,GM110B.JPG,taxable,standard-rate,,
GM,210,A,40,40,R,MCKINSTRY ET AL,DENK MALDEUTSCH OHNE GRENZEN/STUDENT BOOK+SUPE,,,OXFORD,20,,137.5,Textbook->German->200,GM210A.JPG,taxable,standard-rate,,
GR,101,A,60,50,R,LAWALL & MIRAGL,WORKBOOK 1 ATHENAZE AN INTRODUCTION TO ANCIENT,,2,OXFORD,,P,30.95,Textbook->Greek->100,GR101A01.JPG,taxable,standard-rate,,*
GR,101,A,60,50,R,BALME,ATHENAZE BOOK 1 2ND ED,,2,OXFORD,,P,47.95,Textbook->Greek->100,GR101A02.JPG,taxable,standard-rate,,
GR,101,A,60,24,O,NA,POCKET OXFORD CLASSICAL GREEK DICTIONARY,,,OXFORD,,P,18.95,Textbook->Greek->100,GR101A03.JPG,taxable,standard-rate,,
GR,201,A,30,50,R,BALME,ATHENAZE BOOK 1 2ND ED,,2,OXFORD,,P,47.95,Textbook->Greek->200,GR201A.JPG,taxable,standard-rate,,
GS,101,A,0,0,R,OREND ET AL,INTRODUCTION TO INTERNATIONAL STUDIES W/ GLOBALIZATIO,,,OXFORD,,P,59.95,Textbook->Global Studies->100,GS101A.JPG,taxable,standard-rate,,
GS,211,A,0,65,R,COLLIER P,BOTTOM BILLION: WHY THE POOREST COUNTRIES ARE,,,OXFORD,,P,16.95,Textbook->Global Studies->200,GS211A01.JPG,taxable,standard-rate,,
GS,211,A,0,0,R,NA,GS 211 COURSE PACK,,,WLUPS,,P,20.95,Textbook->Global Studies->200,GS211A02.JPG,taxable,standard-rate,,
GS,211,A,0,65,R,RIST G,HISTORY OF DEVELOPMENT: FROM WESTERN ORIGINS T,,,BRUNSWICK/,,,34.95,Textbook->Global Studies->200,GS211A03.JPG,taxable,standard-rate,,
GS,212,OC1,100,75,R,HASLAM,INTRO TO INTERNATIONAL DEVELOPMENT 2/E + MAKIN,,2N,OXFORD,,P,87,Textbook->Global Studies->200,GS212OC1.JPG,taxable,standard-rate,,
GS,222,A,150,90,R,PAREKH B,RETHINKING MULTICULTURALISM CULTURAL DIVERSITY,,,VHPS,,P,54.75,Textbook->Global Studies->200,GS222A.JPG,taxable,standard-rate,,*
GS,222,OC1,100,70,R,KYMLICKA,MULTICULTURAL ODYSSEYS,,,OXFORD,,P,29.95,Textbook->Global Studies->200,GS222OC101.JPG,taxable,standard-rate,,
GS,222,OC1,100,70,R,SANDEL,JUSTICE WHATS THE RIGHT THING TO DO,,,RAIN,,P,17.95,Textbook->Global Studies->200,GS222OC102.JPG,taxable,standard-rate,,
GS,222,OC1,100,70,R,HORTON & MENDUS,JOHN LOCKES LETTER ON TOLERATION IN FOCUS,,,TAYLOR,,,51.65,Textbook->Global Studies->200,GS222OC103.JPG,taxable,standard-rate,,
GS,232,A,0,0,R,N/A,GS 232 COURSE PACKAGE,,,WLUPS,,P,0,Textbook->Global Studies->200,GS232A.JPG,taxable,standard-rate,,*
GS,311,A,0,0,R,NA,GS 311 COURSE PACKAGE,,,WLUPS,,P,26.95,Textbook->Global Studies->300,GS311A01.JPG,taxable,standard-rate,,*
GS,311,A,0,45,R,RODRIK D,ONE ECONOMICS MANY RECIPES,,,U CALIF,,P,28.55,Textbook->Global Studies->300,GS311A02.JPG,taxable,standard-rate,,
GS,323,A,0,36,R,KOSER K,INTERNATIONAL MIGRATION A VERY SHORT INTRODUCT,,,OXFORD,,P,11.95,Textbook->Global Studies->300,GS323A.JPG,taxable,standard-rate,,
GS,323,OC1,100,50,R,N/A,GS 323 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,,30.95,Textbook->Global Studies->300,GS323OC101.JPG,taxable,standard-rate,,
GS,323,OC1,100,50,R,CASTELS & MILLE,AGE OF MIGRATION,,4,LOGIN,,P,51.95,Textbook->Global Studies->300,GS323OC102.JPG,taxable,standard-rate,,
GS,331,OC1,100,40,R,NA,GS 331 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,53.95,Textbook->Global Studies->300,GS331OC101.JPG,taxable,standard-rate,,
GS,331,OC1,100,55,R,SACCO J,PALESTINE,,,NACS,,P,27.45,Textbook->Global Studies->300,GS331OC102.JPG,taxable,standard-rate,,
GS,340D,A,50,0,R,N/A,GS 340D COURSE PACKAGE,,,WLUPS,,P,27.95,Textbook->Global Studies->300,GS340DA01.JPG,taxable,standard-rate,,
GS,340D,A,50,20,R,KHAN Y,GREAT PARTITION THE MAKING OF INDIA AND PAKIST,,,YALE,,P,17.6,Textbook->Global Studies->300,GS340DA02.JPG,taxable,standard-rate,,
GS,340D,A,50,25,R,ROY A,PYAAS LETTERS TO MY GRANDMA,,,UTP,,P,17,Textbook->Global Studies->300,GS340DA03.JPG,taxable,standard-rate,,
GS,340D,A,50,25,R,TARIQ ET AL,KASHMIR THE CASE FOR FREEDOM,,,RANDOM,,P,18.5,Textbook->Global Studies->300,GS340DA04.JPG,taxable,standard-rate,,
GS,340F,A,50,0,R,CHOY T,ECOLOGIES OF COMPARISON AN ETHNOGRAPHY OF ENDA,,,DUKE,,P,25.95,Textbook->Global Studies->300,GS340FA.JPG,taxable,standard-rate,,
GS,340G,A,50,45,R,PERRY ET AL,WAR AND PEACE IN WORLD RELIGIONS,,,NACS,,P,53.95,Textbook->Global Studies->300,GS340GA01.JPG,taxable,standard-rate,,
GS,340G,A,50,45,R,WHITTEN ET AL,UNDERSTANDING WORLD RELIGIONS,,,ROWMAN,,P,43.95,Textbook->Global Studies->300,GS340GA02.JPG,taxable,standard-rate,,
GS,399,A,0,12,R,DAVID BORNSTEIN,HOW TO CHANGE THE WORLD,,,OXFORD,,P,17.95,Textbook->Global Studies->300,GS399A.JPG,taxable,standard-rate,,
GS,400G,@A,20,8,R,GUTTING G,FOUCAULT A VERY SHORT INTRODUCTION,,,OXFORD,,P,11.95,Textbook->Global Studies->400,GS400G@A01.JPG,taxable,standard-rate,,**
GS,400G,@A,20,10,R,MAUSS M,GIFT FORM & FUNCTION OF EXCHANGE REVISED,,,NACS,,P,16.45,Textbook->Global Studies->400,GS400G@A02.JPG,taxable,standard-rate,,
GS,400G,@A,20,10,R,BARNETT & WEISS,HUMANITARIANISM CONTESTED,,,NACS,,P,46.95,Textbook->Global Studies->400,GS400G@A03.JPG,taxable,standard-rate,,
GS,411,A,0,0,R,N/A,GS 411 COURSE PACKAGE,,,WLUPS,,,0,Textbook->Global Studies->400,GS411A01.JPG,taxable,standard-rate,,*
GS,411,A,0,19,R,KAPSTEIN E,ECONOMIC JUSTICE IN AN UNFAIR WORLD,,,LOGIN,,,26.5,Textbook->Global Studies->400,GS411A02.JPG,taxable,standard-rate,,
GS,435,A,25,25,R,N/A,CONFLICT MAP,,,PROJECT PL,,N,5,Textbook->Global Studies->400,GS435A01.JPG,taxable,standard-rate,,*
GS,435,A,25,15,R,"SCHELL, JONATHA",THE SEVENTH DECADE: THE NEW SHAPE OF NUCLEAR D,,,RAIN,,,20,Textbook->Global Studies->400,GS435A02.JPG,taxable,standard-rate,,
GS,441,A,0,18,R,DOBSON ET AL,ENVIRONMENTAL CITIZENSHIP,,3,MIT PRESS,20,P,29.95,Textbook->Global Studies->400,GS441A.JPG,taxable,standard-rate,,
GV,750,A,20,16,R,BRYSK,SPEAKING RIGHTS TO POWER,,,OXFORD,20,H,0,Textbook->Global Governance->700,GV750A01.JPG,taxable,standard-rate,,*
GV,750,A,20,16,R,HUNT LYNN,INVENTING HUMAN RIGHTS,,,CANBOOK,20,P,17,Textbook->Global Governance->700,GV750A02.JPG,taxable,standard-rate,,
GV,750,A,20,16,R,REILLY,WOMENS HUMAN RIGHTS,,,LOGIN,,P,29.95,Textbook->Global Governance->700,GV750A03.JPG,taxable,standard-rate,,
GV,750,A,20,16,R,LUI,WHY CANADA CARES,,,MCGILL,,P,32.95,Textbook->Global Governance->700,GV750A04.JPG,taxable,standard-rate,,
GV,750,A,20,16,R,FORSYTHE,HUMAN RIGHTS IN INTERNATIONAL RELATIONS,,,CAMBRIDGE,,P,35.95,Textbook->Global Governance->700,GV750A05.JPG,taxable,standard-rate,,
HE,100,A,135,85,R,TURLEY,MEDICAL LANGUAGE 3RD,,3,PEARSON,20,,87.5,Textbook->Health Sciences->100,HE100A01.JPG,taxable,standard-rate,,
HE,100,A,135,204,R,DONATELLE & THO,HEALTH AND BASICS 5TH/STUDENT ACCESS CARD,,5,PEARSON,20,,140.15,Textbook->Health Sciences->100,HE100A02.JPG,taxable,standard-rate,,
HE,100,A,135,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Health Sciences->100,HE100A03.JPG,taxable,standard-rate,,
HE,201,A,114,80,R,NEUTENS,RESEARCH TECHNIQUES 5TH,,5,PEARSON,,H,166,Textbook->Health Sciences->200,HE201A01.JPG,taxable,standard-rate,,
HE,210,A,170,145,R,NA,ESSENTIAL CLINICAL ANATOMY 4TH,,4,LOGIN,,P,80.5,Textbook->Health Sciences->200,HE210A02.JPG,taxable,standard-rate,,
HE,210,A,170,100,R,NA,CUSTOM HUMAN ANATOMY & PHYSIOLOGY WITH PAL 3.0,,,PEARSON,,,63.95,Textbook->Health Sciences->200,HE210A03.JPG,taxable,standard-rate,,
HE,210,A,170,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Health Sciences->200,HE210A04.JPG,taxable,standard-rate,,
HE,301,A,85,52,R,RAPHAEL D,SOCIAL DETERMINANTS OF HEALTH: CDN PERSPECTIVE,,2,CSPI,,P,64.95,Textbook->Health Sciences->300,HE301A.JPG,taxable,standard-rate,,
HE,440F,A,60,85,R,CAVANAUGH ET AL,ADULT DEVELOPMENT AND AGING/W QUICK GUIDE TO R,,,NELSON,,H,186.95,Textbook->Health Sciences->400,HE440FA.JPG,taxable,standard-rate,,
HI,101,A,200,140,R,WARD B,FALL OF ROME AND THE END OF CIVILIZATION,,,OXFORD,,P,19.95,Textbook->History->100,HI101A01.JPG,taxable,standard-rate,,
HI,101,A,200,140,R,BROWN P,WORLD OF LATE ANTIQUITY,,,NORTON,,P,25,Textbook->History->100,HI101A02.JPG,taxable,standard-rate,,
HI,101,A,200,60,O,"ROSENWEIN, BARB","A SHORT HISTORY OF THE MIDDLE AGES, VOLUMES 1",1,3R,UTP,,,49.95,Textbook->History->100,HI101A03.JPG,taxable,standard-rate,,
HI,101,A,200,60,O,"ROSENWEIN, BARB","A SHORT HISTORY OF THE MIDDLE AGES, VOLUME 1 (",1,3R,UTP,,,38,Textbook->History->100,HI101A04.JPG,taxable,standard-rate,,
HI,101,A,200,0,R,NA,HI 101 CUSTOM COURSE PACKAGE 2013,,,UTP,,P,37,Textbook->History->100,HI101A05.JPG,taxable,standard-rate,,
HI,104,OC1,60,30,O,KISHLANSKY ET A,HI 104 & 105 CIVILIZATION IN WEST COMBINED VOL,,7,PEARSON,,,202.95,Textbook->History->100,HI104OC101.JPG,taxable,standard-rate,,
HI,104,OC1,60,30,O,KISLANSKY ET AL,HI 104 CIVILIZATION IN THE WEST VOL 1,,7,PEARSON,,,143.95,Textbook->History->100,HI104OC102.JPG,taxable,standard-rate,,
HI,104,OC1,60,40,R,HANKS ET AL,HI 104 DISCOVERING THE WESTERN PAST VOL 1,1,6,NELSON,,P,100.95,Textbook->History->100,HI104OC103.JPG,taxable,standard-rate,,
HI,114,A,200,121,R,STARKEY M L,DEVIL IN MASSACHUSETTS,,,RANDOM,,P,19.95,Textbook->History->100,HI114A01.JPG,taxable,standard-rate,,
HI,114,A,200,129,R,DOUGLASS F,NARRATIVE OF THE LIFE OF FREDERICK DOUGLASS,,,CANBOOK,,P,5.5,Textbook->History->100,HI114A02.JPG,taxable,standard-rate,,
HI,114,A,200,121,R,HERR MICHAEL,DISPATCHES,,,RANDOM,,,19,Textbook->History->100,HI114A03.JPG,taxable,standard-rate,,
HI,114,A,200,180,R,N/A,HI 114 BEDFORD PACKAGE TERM 134,,,VHPS,,P,65.35,Textbook->History->100,HI114A04.JPG,taxable,standard-rate,,**
HI,123,A,212,0,R,NA,HI 123-A COURSE PACKAGE,,,WLUPS,,P,29.95,Textbook->History->100,HI123A01.JPG,taxable,standard-rate,,
HI,123,A,212,159,R,LOWE,INFERNO,,,NACS,,P,31.85,Textbook->History->100,HI123A02.JPG,taxable,standard-rate,,
HI,123,A,212,190,R,CURRY,AGINCOURT A NEW HISTORY,,,IPG,,P,34.95,Textbook->History->100,HI123A03.JPG,taxable,standard-rate,,*
HI,123,A,212,190,R,CARTLEDGE,THERMOPYLAE THE BATTLE THAT CHANGED THE WORLD,,,RANDOM,,P,19.95,Textbook->History->100,HI123A04.JPG,taxable,standard-rate,,
HI,123,A,212,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->History->100,HI123A05.JPG,taxable,standard-rate,,
HI,123,A,212,190,R,WELLER,WELLINGTON AT WATERLOO,,,VANWELL,,P,28.95,Textbook->History->100,HI123A06.JPG,taxable,standard-rate,,*
HI,125,A,162,120,R,FRIEDEN J,GLOBAL CAPITALISM,,,CANBOOK,,P,23,Textbook->History->100,HI125A01.JPG,taxable,standard-rate,,
HI,125,A,162,120,R,MORRIS,TYCOONS HOW ANDREW CARNEGIE JOHN D ROCKEFELLER,,,RAIN,,P,23,Textbook->History->100,HI125A02.JPG,taxable,standard-rate,,
HI,125,A,162,130,R,ISAACSON,STEVE JOBS,,,SIMON SC,,,37,Textbook->History->100,HI125A03.JPG,taxable,standard-rate,,*
HI,212,OC1,70,40,R,N/A,HI 212 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,21.95,Textbook->History->200,HI212OC101.JPG,taxable,standard-rate,,
HI,212,OC1,70,55,R,FRANCIS ET AL,ORIGINS + PAC,,,NELSON,,P,19.95,Textbook->History->200,HI212OC102.JPG,taxable,standard-rate,,
HI,212,OC1,70,50,R,MANN S,DREAM OF NATION 2ND,,2,MCGILL,,P,37.95,Textbook->History->200,HI212OC103.JPG,taxable,standard-rate,,
HI,212,OC1,70,50,R,GREER A,PEOPLE OF NEW FRANCE,,,UTP,,P,23.95,Textbook->History->200,HI212OC104.JPG,taxable,standard-rate,,
HI,225,A,70,150,R,POMEROY ET AL,ANCIENT GREECE A POLITICAL AND CULTURAL HISTOR,,3,OXFORD,,P,62.95,Textbook->History->200,HI225A01.JPG,taxable,standard-rate,,
HI,225,A,70,70,R,THUCYDIDES,"ON JUSTICE, POWER AND HUMAN NATURE",,,HACKETT,19,P,13.95,Textbook->History->200,HI225A02.JPG,taxable,standard-rate,,
HI,225,A,70,70,R,HERODOTUS,ON THE WAR FOR GREEK FREEDOM,,,HACKETT,20,P,12.95,Textbook->History->200,HI225A03.JPG,taxable,standard-rate,,
HI,225,OC1,100,150,R,POMEROY ET AL,ANCIENT GREECE A POLITICAL AND CULTURAL HISTOR,,3,OXFORD,,P,62.95,Textbook->History->200,HI225OC1.JPG,taxable,standard-rate,,
HI,229,A,80,70,R,GILBERT ET AL,AFRICA IN WORLD HISTORY,,3,PEARSON,,P,79.95,Textbook->History->200,HI229A01.JPG,taxable,standard-rate,,
HI,229,A,80,35,R,JEAL T,EXPLORERS OF THE NILE THE TRIUMPH AND TRAGEDY,,,NACS,20,P,20.4,Textbook->History->200,HI229A02.JPG,taxable,standard-rate,,
HI,248,A,0,80,R,SARTY,WAR IN THE ST. LAWRENCE,,,CANBOOK,,P,20,Textbook->History->200,HI248A01.JPG,taxable,standard-rate,,
HI,248,A,0,115,R,STORY R,HISTORICAL ATLAS OF WWII,,,OXFORD,,P,32.95,Textbook->History->200,HI248A02.JPG,taxable,standard-rate,,
HI,248,A,0,115,R,MURRAY W,WAR TO BE WON,,,NACS,,P,23.95,Textbook->History->200,HI248A03.JPG,taxable,standard-rate,,
HI,248,OC1,50,115,R,STORY R,HISTORICAL ATLAS OF WWII,,,OXFORD,,P,32.95,Textbook->History->200,HI248OC101.JPG,taxable,standard-rate,,
HI,248,OC1,50,35,R,NA,HI 248 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,26.95,Textbook->History->200,HI248OC102.JPG,taxable,standard-rate,,
HI,248,OC1,50,115,R,MURRAY W,WAR TO BE WON,,,NACS,,P,23.95,Textbook->History->200,HI248OC103.JPG,taxable,standard-rate,,
HI,255,A,0,100,R,"GRIFFITH, MOST,","GREEK TRAGEDIES 1: AESCHYLUS: AGAMEMNON, PROME",,,CHICAGO,,P,13.2,Textbook->History->200,HI255A01.JPG,taxable,standard-rate,,
HI,255,A,0,100,R,MACDOWELL,THE LAW IN CLASSICAL ATHENS,,,CORNELL,,,25.25,Textbook->History->200,HI255A02.JPG,taxable,standard-rate,,
HI,255,A,0,100,R,MEINEKE P,ARISTOPHANES 1 THE BIRDS THE CLOUDS THE WASPS,,,HACKETT,,P,15.4,Textbook->History->200,HI255A03.JPG,taxable,standard-rate,,
HI,256,A,100,47,R,QUATAERT J,ADVOCATING DIGNITY HUMAN RIGHTS MOBILZATIONS I,,,SBS,,P,34.95,Textbook->History->200,HI256A01.JPG,taxable,standard-rate,,
HI,256,A,100,47,R,GORDON ET AL,EVOLUTION OF INTERNATIONAL HUMAN RIGHTS 3RD,,3,SBS,,P,43.95,Textbook->History->200,HI256A02.JPG,taxable,standard-rate,,
HI,257,A,0,56,R,KITCHEN,THE THIRD REICH: CHARISMA AND COMMUNITY,20,,PEARSON,,,57.95,Textbook->History->200,HI257A.JPG,taxable,standard-rate,,
HI,260,A,100,75,R,NA,HI 260 COURSE PACKAGE,,,WLUPS,,P,24.95,Textbook->History->200,HI260A.JPG,taxable,standard-rate,,
HI,292,A,0,80,R,"BRYDEN, COATES,",ORIGINS 7E + VISIONS,,,NELSON,,P,165.95,Textbook->History->200,HI292A01.JPG,taxable,standard-rate,,
HI,292,A,0,80,R,KELLEHER & JONE,WRITING HISTORY A GUIDE FOR CANADIAN STUDENTS,,,OXFORD,20,T,29.95,Textbook->History->200,HI292A02.JPG,taxable,standard-rate,,
HI,299A,A,0,35,R,MUNQIDH,THE BOOK OF CONTEMPLATION ISLAM AND THE CRUSAD,,,CANBOOK,,P,17,Textbook->History->200,HI299AA01.JPG,taxable,standard-rate,,
HI,299A,A,0,35,R,RILEY-SMITH,THE OXFORD HISTORY OF THE CRUSADES,,,OXFORD,,P,23.5,Textbook->History->200,HI299AA02.JPG,taxable,standard-rate,,
HI,299A,A,0,35,R,"ALLEN, AMT",THE CRUSADES: A READER,,,UTP,,P,44.95,Textbook->History->200,HI299AA03.JPG,taxable,standard-rate,,
HI,299B,A,60,42,R,ARNASON & MANSF,HISTORY OF MODERN ART,,,PEARSON,,P,151.95,Textbook->History->200,HI299BA.JPG,taxable,standard-rate,,
HI,308,A,40,30,R,JANSON,JANSONS HISTORY OF ART WESTERN EDITION 8,,8,PEARSON,,,198.95,Textbook->History->300,HI308A.JPG,taxable,standard-rate,,
HI,315,A,40,28,R,SLAVENKA D,HOW WE SURVIVED COMMUNISM AND EVEN LAUGHED,,,HARPER,,P,17,Textbook->History->300,HI315A01.JPG,taxable,standard-rate,,
HI,315,A,40,35,R,DAWID SIERAKOWI,DIARY OF DAWID SIERAKOWIAK FIVE NOTEBOOKS FROM,,,OXFORD,,P,21.95,Textbook->History->300,HI315A02.JPG,taxable,standard-rate,,
HI,315,A,40,28,R,ROTHSCHILD & WI,RETURN TO DIVERSITY 4/E,,4T,OXFORD,20,P,52.95,Textbook->History->300,HI315A03.JPG,taxable,standard-rate,,
HI,316,A,40,28,R,BRADFORD,PLYMOUTH PLANTATION,,,DOVER,,P,14.75,Textbook->History->300,HI316A01.JPG,taxable,standard-rate,,
HI,316,A,40,28,R,BENJAMIN T,ATLANTIC WORLD,,,CAMBRIDGE,,P,54.95,Textbook->History->300,HI316A02.JPG,taxable,standard-rate,,
HI,316,A,40,28,R,BARTOLOME DE LA,ABBREVIATED ACCOUNT OF THE DESTRUCTION OF THE,,,HACKETT,,P,15.4,Textbook->History->300,HI316A03.JPG,taxable,standard-rate,,
HI,325,A,0,40,R,"BRENDON, PIERS","THE DECLINE AND FALL OF THE BRITISH EMPIRE, 17",,,RANDOM,20,T,25.95,Textbook->History->300,HI325A.JPG,taxable,standard-rate,,
HI,332,A,40,35,R,GREENE G,QUIET AMERICAN,,,NACS,20,P,17.6,Textbook->History->300,HI332A01.JPG,taxable,standard-rate,,
HI,332,A,40,35,R,MAY E,AMERICAN COLD WAR STRATEGY INTERRETING NSC 68,,,VHPS,,,16.75,Textbook->History->300,HI332A02.JPG,taxable,standard-rate,,
HI,332,A,40,35,R,BURDICK E,UGLY AMERICAN,,,CANBOOK,,P,16.5,Textbook->History->300,HI332A03.JPG,taxable,standard-rate,,
HI,332,A,40,35,R,MERRILL AND PAT,MAJOR PROBLEMS IN AMERICAN FOREIGN RELATIONS 7T,,7,NELSON,,,92.95,Textbook->History->300,HI332A04.JPG,taxable,standard-rate,,
HI,332,A,40,35,R,KAUFMAN J,CONCISE HISTORY OF US FOREIGN POLICY,,,NBN,,P,29.95,Textbook->History->300,HI332A05.JPG,taxable,standard-rate,,
HI,346X,A,0,28,R,HANIOGLU,A BRIEF HISTORY OF THE LATE OTTOMAN EMPIRE,,,NACS,,,64.95,Textbook->History->300,HI346XA01.JPG,taxable,standard-rate,,*
HI,346X,A,0,0,R,AKCAM,THE YOUNG TURKS CRIME AGAINST HUMANITY,,,U CALIF,,P,27.95,Textbook->History->300,HI346XA02.JPG,taxable,standard-rate,,
HI,349,A,0,30,R,KEYLOR ET AL,TWENITIETH CENTURY WORLD AN INTERNATIONAL HIST,,2N,OXFORD,20,P,72.95,Textbook->History->300,HI349A01.JPG,taxable,standard-rate,,
HI,349,A,0,32,R,"SMITH, P",WHY WAR THE CULTURAL LOGIC OF IRAQ THE GULF WA,,,CHICAGO,,H,46.95,Textbook->History->300,HI349A02.JPG,taxable,standard-rate,,
HI,349,A,0,30,R,HAMILTON ET AL,DECISIONS FOR WAR 1914-1917,,,CAMBRIDGE,,P,33.95,Textbook->History->300,HI349A03.JPG,taxable,standard-rate,,
HI,349,A,0,0,R,"GRAHAM, H",WAR AND ITS SHADOW,,,IPG,,P,52.95,Textbook->History->300,HI349A04.JPG,taxable,standard-rate,,
HI,359,A,40,28,R,JONES C,PARIS THE BIOGRAPHY OF A CITY,,,CANBOOK,,P,25,Textbook->History->300,HI359A01.JPG,taxable,standard-rate,,
HI,359,A,40,28,R,ZOLA E,LADIES PARADISE,,,OXFORD,,P,13.95,Textbook->History->300,HI359A02.JPG,taxable,standard-rate,,
HI,359,A,40,28,R,BALDWIN,PARIS 1200,,,CHICAGO,,P,27.45,Textbook->History->300,HI359A03.JPG,taxable,standard-rate,,
HI,360,A,40,40,R,CHICKERING R,IMPERIAL GERMANY AND THE GREAT WAR,,,CAMBRIDGE,,P,37.95,Textbook->History->300,HI360A.JPG,taxable,standard-rate,,
